x,y,grp
43422,63,g2
43423,64,g3
43424,65,g4
43425,66,g0
43426,67,g1
43427,68,g2
43428,69,g3
43429,70,g4
43430,71,g0
43431,72,g1
43432,73,g2
43433,74,g3
43434,75,g4
43435,76,g0
43436,77,g1
43437,78,g2
43438,79,g3
43439,80,g4
43440,81,g0
43441,82,g1
43442,83,g2
43443,84,g3
43444,85,g4
43445,86,g0
43446,87,g1
43447,88,g2
43448,89,g3
43449,90,g4
43450,91,g0
43451,92,g1
43452,93,g2
43453,94,g3
43454,95,g4
43455,96,g0
43456,0,g1
43457,1,g2
43458,2,g3
43459,3,g4
43460,4,g0
43461,5,g1
43462,6,g2
43463,7,g3
43464,8,g4
43465,9,g0
43466,10,g1
43467,11,g2
43468,12,g3
43469,13,g4
43470,14,g0
43471,15,g1
43472,16,g2
43473,17,g3
43474,18,g4
43475,19,g0
43476,20,g1
43477,21,g2
43478,22,g3
43479,23,g4
43480,24,g0
43481,25,g1
43482,26,g2
43483,27,g3
43484,28,g4
43485,29,g0
43486,30,g1
43487,31,g2
43488,32,g3
43489,33,g4
43490,34,g0
43491,35,g1
43492,36,g2
43493,37,g3
43494,38,g4
43495,39,g0
43496,40,g1
43497,41,g2
43498,42,g3
43499,43,g4
43500,44,g0
43501,45,g1
43502,46,g2
43503,47,g3
43504,48,g4
43505,49,g0
43506,50,g1
43507,51,g2
43508,52,g3
43509,53,g4
43510,54,g0
43511,55,g1
43512,56,g2
43513,57,g3
43514,58,g4
43515,59,g0
43516,60,g1
43517,61,g2
43518,62,g3
43519,63,g4
43520,64,g0
43521,65,g1
43522,66,g2
43523,67,g3
43524,68,g4
43525,69,g0
43526,70,g1
43527,71,g2
43528,72,g3
43529,73,g4
43530,74,g0
43531,75,g1
43532,76,g2
43533,77,g3
43534,78,g4
43535,79,g0
43536,80,g1
43537,81,g2
43538,82,g3
43539,83,g4
43540,84,g0
43541,85,g1
43542,86,g2
43543,87,g3
43544,88,g4
43545,89,g0
43546,90,g1
43547,91,g2
43548,92,g3
43549,93,g4
43550,94,g0
43551,95,g1
43552,96,g2
43553,0,g3
43554,1,g4
43555,2,g0
43556,3,g1
43557,4,g2
43558,5,g3
43559,6,g4
43560,7,g0
43561,8,g1
43562,9,g2
43563,10,g3
43564,11,g4
43565,12,g0
43566,13,g1
43567,14,g2
43568,15,g3
43569,16,g4
43570,17,g0
43571,18,g1
43572,19,g2
43573,20,g3
43574,21,g4
43575,22,g0
43576,23,g1
43577,24,g2
43578,25,g3
43579,26,g4
43580,27,g0
43581,28,g1
43582,29,g2
43583,30,g3
43584,31,g4
43585,32,g0
43586,33,g1
43587,34,g2
43588,35,g3
43589,36,g4
43590,37,g0
43591,38,g1
43592,39,g2
43593,40,g3
43594,41,g4
43595,42,g0
43596,43,g1
43597,44,g2
43598,45,g3
43599,46,g4
43600,47,g0
43601,48,g1
43602,49,g2
43603,50,g3
43604,51,g4
43605,52,g0
43606,53,g1
43607,54,g2
43608,55,g3
43609,56,g4
43610,57,g0
43611,58,g1
43612,59,g2
43613,60,g3
43614,61,g4
43615,62,g0
43616,63,g1
43617,64,g2
43618,65,g3
43619,66,g4
43620,67,g0
43621,68,g1
43622,69,g2
43623,70,g3
43624,71,g4
43625,72,g0
43626,73,g1
43627,74,g2
43628,75,g3
43629,76,g4
43630,77,g0
43631,78,g1
43632,79,g2
43633,80,g3
43634,81,g4
43635,82,g0
43636,83,g1
43637,84,g2
43638,85,g3
43639,86,g4
43640,87,g0
43641,88,g1
43642,89,g2
43643,90,g3
43644,91,g4
43645,92,g0
43646,93,g1
43647,94,g2
43648,95,g3
43649,96,g4
43650,0,g0
43651,1,g1
43652,2,g2
43653,3,g3
43654,4,g4
43655,5,g0
43656,6,g1
43657,7,g2
43658,8,g3
43659,9,g4
43660,10,g0
43661,11,g1
43662,12,g2
43663,13,g3
43664,14,g4
43665,15,g0
43666,16,g1
43667,17,g2
43668,18,g3
43669,19,g4
43670,20,g0
43671,21,g1
43672,22,g2
43673,23,g3
43674,24,g4
43675,25,g0
43676,26,g1
43677,27,g2
43678,28,g3
43679,29,g4
43680,30,g0
43681,31,g1
43682,32,g2
43683,33,g3
43684,34,g4
43685,35,g0
43686,36,g1
43687,37,g2
43688,38,g3
43689,39,g4
43690,40,g0
43691,41,g1
43692,42,g2
43693,43,g3
43694,44,g4
43695,45,g0
43696,46,g1
43697,47,g2
43698,48,g3
43699,49,g4
43700,50,g0
43701,51,g1
43702,52,g2
43703,53,g3
43704,54,g4
43705,55,g0
43706,56,g1
43707,57,g2
43708,58,g3
43709,59,g4
43710,60,g0
43711,61,g1
43712,62,g2
43713,63,g3
43714,64,g4
43715,65,g0
43716,66,g1
43717,67,g2
43718,68,g3
43719,69,g4
43720,70,g0
43721,71,g1
43722,72,g2
43723,73,g3
43724,74,g4
43725,75,g0
43726,76,g1
43727,77,g2
43728,78,g3
43729,79,g4
43730,80,g0
43731,81,g1
43732,82,g2
43733,83,g3
43734,84,g4
43735,85,g0
43736,86,g1
43737,87,g2
43738,88,g3
43739,89,g4
43740,90,g0
43741,91,g1
43742,92,g2
43743,93,g3
43744,94,g4
43745,95,g0
43746,96,g1
43747,0,g2
43748,1,g3
43749,2,g4
43750,3,g0
43751,4,g1
43752,5,g2
43753,6,g3
43754,7,g4
43755,8,g0
43756,9,g1
43757,10,g2
43758,11,g3
43759,12,g4
43760,13,g0
43761,14,g1
43762,15,g2
43763,16,g3
43764,17,g4
43765,18,g0
43766,19,g1
43767,20,g2
43768,21,g3
43769,22,g4
43770,23,g0
43771,24,g1
43772,25,g2
43773,26,g3
43774,27,g4
43775,28,g0
43776,29,g1
43777,30,g2
43778,31,g3
43779,32,g4
43780,33,g0
43781,34,g1
43782,35,g2
43783,36,g3
43784,37,g4
43785,38,g0
43786,39,g1
43787,40,g2
43788,41,g3
43789,42,g4
43790,43,g0
43791,44,g1
43792,45,g2
43793,46,g3
43794,47,g4
43795,48,g0
43796,49,g1
43797,50,g2
43798,51,g3
43799,52,g4
43800,53,g0
43801,54,g1
43802,55,g2
43803,56,g3
43804,57,g4
43805,58,g0
43806,59,g1
43807,60,g2
43808,61,g3
43809,62,g4
43810,63,g0
43811,64,g1
43812,65,g2
43813,66,g3
43814,67,g4
43815,68,g0
43816,69,g1
43817,70,g2
43818,71,g3
43819,72,g4
43820,73,g0
43821,74,g1
43822,75,g2
43823,76,g3
43824,77,g4
43825,78,g0
43826,79,g1
43827,80,g2
43828,81,g3
43829,82,g4
43830,83,g0
43831,84,g1
43832,85,g2
43833,86,g3
43834,87,g4
43835,88,g0
43836,89,g1
43837,90,g2
43838,91,g3
43839,92,g4
43840,93,g0
43841,94,g1
43842,95,g2
43843,96,g3
43844,0,g4
43845,1,g0
43846,2,g1
43847,3,g2
43848,4,g3
43849,5,g4
43850,6,g0
43851,7,g1
43852,8,g2
43853,9,g3
43854,10,g4
43855,11,g0
43856,12,g1
43857,13,g2
43858,14,g3
43859,15,g4
43860,16,g0
43861,17,g1
43862,18,g2
43863,19,g3
43864,20,g4
43865,21,g0
43866,22,g1
43867,23,g2
43868,24,g3
43869,25,g4
43870,26,g0
43871,27,g1
43872,28,g2
43873,29,g3
43874,30,g4
43875,31,g0
43876,32,g1
43877,33,g2
43878,34,g3
43879,35,g4
43880,36,g0
43881,37,g1
43882,38,g2
43883,39,g3
43884,40,g4
43885,41,g0
43886,42,g1
43887,43,g2
43888,44,g3
43889,45,g4
43890,46,g0
43891,47,g1
43892,48,g2
43893,49,g3
43894,50,g4
43895,51,g0
43896,52,g1
43897,53,g2
43898,54,g3
43899,55,g4
43900,56,g0
43901,57,g1
43902,58,g2
43903,59,g3
43904,60,g4
43905,61,g0
43906,62,g1
43907,63,g2
43908,64,g3
43909,65,g4
43910,66,g0
43911,67,g1
43912,68,g2
43913,69,g3
43914,70,g4
43915,71,g0
43916,72,g1
43917,73,g2
43918,74,g3
43919,75,g4
43920,76,g0
43921,77,g1
43922,78,g2
43923,79,g3
43924,80,g4
43925,81,g0
43926,82,g1
43927,83,g2
43928,84,g3
43929,85,g4
43930,86,g0
43931,87,g1
43932,88,g2
43933,89,g3
43934,90,g4
43935,91,g0
43936,92,g1
43937,93,g2
43938,94,g3
43939,95,g4
43940,96,g0
43941,0,g1
43942,1,g2
43943,2,g3
43944,3,g4
43945,4,g0
43946,5,g1
43947,6,g2
43948,7,g3
43949,8,g4
43950,9,g0
43951,10,g1
43952,11,g2
43953,12,g3
43954,13,g4
43955,14,g0
43956,15,g1
43957,16,g2
43958,17,g3
43959,18,g4
43960,19,g0
43961,20,g1
43962,21,g2
43963,22,g3
43964,23,g4
43965,24,g0
43966,25,g1
43967,26,g2
43968,27,g3
43969,28,g4
43970,29,g0
43971,30,g1
43972,31,g2
43973,32,g3
43974,33,g4
43975,34,g0
43976,35,g1
43977,36,g2
43978,37,g3
43979,38,g4
43980,39,g0
43981,40,g1
43982,41,g2
43983,42,g3
43984,43,g4
43985,44,g0
43986,45,g1
43987,46,g2
43988,47,g3
43989,48,g4
43990,49,g0
43991,50,g1
43992,51,g2
43993,52,g3
43994,53,g4
43995,54,g0
43996,55,g1
43997,56,g2
43998,57,g3
43999,58,g4
44000,59,g0
44001,60,g1
44002,61,g2
44003,62,g3
44004,63,g4
44005,64,g0
44006,65,g1
44007,66,g2
44008,67,g3
44009,68,g4
44010,69,g0
44011,70,g1
44012,71,g2
44013,72,g3
44014,73,g4
44015,74,g0
44016,75,g1
44017,76,g2
44018,77,g3
44019,78,g4
44020,79,g0
44021,80,g1
44022,81,g2
44023,82,g3
44024,83,g4
44025,84,g0
44026,85,g1
44027,86,g2
44028,87,g3
44029,88,g4
44030,89,g0
44031,90,g1
44032,91,g2
44033,92,g3
44034,93,g4
44035,94,g0
44036,95,g1
44037,96,g2
44038,0,g3
44039,1,g4
44040,2,g0
44041,3,g1
44042,4,g2
44043,5,g3
44044,6,g4
44045,7,g0
44046,8,g1
44047,9,g2
44048,10,g3
44049,11,g4
44050,12,g0
44051,13,g1
44052,14,g2
44053,15,g3
44054,16,g4
44055,17,g0
44056,18,g1
44057,19,g2
44058,20,g3
44059,21,g4
44060,22,g0
44061,23,g1
44062,24,g2
44063,25,g3
44064,26,g4
44065,27,g0
44066,28,g1
44067,29,g2
44068,30,g3
44069,31,g4
44070,32,g0
44071,33,g1
44072,34,g2
44073,35,g3
44074,36,g4
44075,37,g0
44076,38,g1
44077,39,g2
44078,40,g3
44079,41,g4
44080,42,g0
44081,43,g1
44082,44,g2
44083,45,g3
44084,46,g4
44085,47,g0
44086,48,g1
44087,49,g2
44088,50,g3
44089,51,g4
44090,52,g0
44091,53,g1
44092,54,g2
44093,55,g3
44094,56,g4
44095,57,g0
44096,58,g1
44097,59,g2
44098,60,g3
44099,61,g4
44100,62,g0
44101,63,g1
44102,64,g2
44103,65,g3
44104,66,g4
44105,67,g0
44106,68,g1
44107,69,g2
44108,70,g3
44109,71,g4
44110,72,g0
44111,73,g1
44112,74,g2
44113,75,g3
44114,76,g4
44115,77,g0
44116,78,g1
44117,79,g2
44118,80,g3
44119,81,g4
44120,82,g0
44121,83,g1
44122,84,g2
44123,85,g3
44124,86,g4
44125,87,g0
44126,88,g1
44127,89,g2
44128,90,g3
44129,91,g4
44130,92,g0
44131,93,g1
44132,94,g2
44133,95,g3
44134,96,g4
44135,0,g0
44136,1,g1
44137,2,g2
44138,3,g3
44139,4,g4
44140,5,g0
44141,6,g1
44142,7,g2
44143,8,g3
44144,9,g4
44145,10,g0
44146,11,g1
44147,12,g2
44148,13,g3
44149,14,g4
44150,15,g0
44151,16,g1
44152,17,g2
44153,18,g3
44154,19,g4
44155,20,g0
44156,21,g1
44157,22,g2
44158,23,g3
44159,24,g4
44160,25,g0
44161,26,g1
44162,27,g2
44163,28,g3
44164,29,g4
44165,30,g0
44166,31,g1
44167,32,g2
44168,33,g3
44169,34,g4
44170,35,g0
44171,36,g1
44172,37,g2
44173,38,g3
44174,39,g4
44175,40,g0
44176,41,g1
44177,42,g2
44178,43,g3
44179,44,g4
44180,45,g0
44181,46,g1
44182,47,g2
44183,48,g3
44184,49,g4
44185,50,g0
44186,51,g1
44187,52,g2
44188,53,g3
44189,54,g4
44190,55,g0
44191,56,g1
44192,57,g2
44193,58,g3
44194,59,g4
44195,60,g0
44196,61,g1
44197,62,g2
44198,63,g3
44199,64,g4
44200,65,g0
44201,66,g1
44202,67,g2
44203,68,g3
44204,69,g4
44205,70,g0
44206,71,g1
44207,72,g2
44208,73,g3
44209,74,g4
44210,75,g0
44211,76,g1
44212,77,g2
44213,78,g3
44214,79,g4
44215,80,g0
44216,81,g1
44217,82,g2
44218,83,g3
44219,84,g4
44220,85,g0
44221,86,g1
44222,87,g2
44223,88,g3
44224,89,g4
44225,90,g0
44226,91,g1
44227,92,g2
44228,93,g3
44229,94,g4
44230,95,g0
44231,96,g1
44232,0,g2
44233,1,g3
44234,2,g4
44235,3,g0
44236,4,g1
44237,5,g2
44238,6,g3
44239,7,g4
44240,8,g0
44241,9,g1
44242,10,g2
44243,11,g3
44244,12,g4
44245,13,g0
44246,14,g1
44247,15,g2
44248,16,g3
44249,17,g4
44250,18,g0
44251,19,g1
44252,20,g2
44253,21,g3
44254,22,g4
44255,23,g0
44256,24,g1
44257,25,g2
44258,26,g3
44259,27,g4
44260,28,g0
44261,29,g1
44262,30,g2
44263,31,g3
44264,32,g4
44265,33,g0
44266,34,g1
44267,35,g2
44268,36,g3
44269,37,g4
44270,38,g0
44271,39,g1
44272,40,g2
44273,41,g3
44274,42,g4
44275,43,g0
44276,44,g1
44277,45,g2
44278,46,g3
44279,47,g4
44280,48,g0
44281,49,g1
44282,50,g2
44283,51,g3
44284,52,g4
44285,53,g0
44286,54,g1
44287,55,g2
44288,56,g3
44289,57,g4
44290,58,g0
44291,59,g1
44292,60,g2
44293,61,g3
44294,62,g4
44295,63,g0
44296,64,g1
44297,65,g2
44298,66,g3
44299,67,g4
44300,68,g0
44301,69,g1
44302,70,g2
44303,71,g3
44304,72,g4
44305,73,g0
44306,74,g1
44307,75,g2
44308,76,g3
44309,77,g4
44310,78,g0
44311,79,g1
44312,80,g2
44313,81,g3
44314,82,g4
44315,83,g0
44316,84,g1
44317,85,g2
44318,86,g3
44319,87,g4
44320,88,g0
44321,89,g1
44322,90,g2
44323,91,g3
44324,92,g4
44325,93,g0
44326,94,g1
44327,95,g2
44328,96,g3
44329,0,g4
44330,1,g0
44331,2,g1
44332,3,g2
44333,4,g3
44334,5,g4
44335,6,g0
44336,7,g1
44337,8,g2
44338,9,g3
44339,10,g4
44340,11,g0
44341,12,g1
44342,13,g2
44343,14,g3
44344,15,g4
44345,16,g0
44346,17,g1
44347,18,g2
44348,19,g3
44349,20,g4
44350,21,g0
44351,22,g1
44352,23,g2
44353,24,g3
44354,25,g4
44355,26,g0
44356,27,g1
44357,28,g2
44358,29,g3
44359,30,g4
44360,31,g0
44361,32,g1
44362,33,g2
44363,34,g3
44364,35,g4
44365,36,g0
44366,37,g1
44367,38,g2
44368,39,g3
44369,40,g4
44370,41,g0
44371,42,g1
44372,43,g2
44373,44,g3
44374,45,g4
44375,46,g0
44376,47,g1
44377,48,g2
44378,49,g3
44379,50,g4
44380,51,g0
44381,52,g1
44382,53,g2
44383,54,g3
44384,55,g4
44385,56,g0
44386,57,g1
44387,58,g2
44388,59,g3
44389,60,g4
44390,61,g0
44391,62,g1
44392,63,g2
44393,64,g3
44394,65,g4
44395,66,g0
44396,67,g1
44397,68,g2
44398,69,g3
44399,70,g4
44400,71,g0
44401,72,g1
44402,73,g2
44403,74,g3
44404,75,g4
44405,76,g0
44406,77,g1
44407,78,g2
44408,79,g3
44409,80,g4
44410,81,g0
44411,82,g1
44412,83,g2
44413,84,g3
44414,85,g4
44415,86,g0
44416,87,g1
44417,88,g2
44418,89,g3
44419,90,g4
44420,91,g0
44421,92,g1
44422,93,g2
44423,94,g3
44424,95,g4
44425,96,g0
44426,0,g1
44427,1,g2
44428,2,g3
44429,3,g4
44430,4,g0
44431,5,g1
44432,6,g2
44433,7,g3
44434,8,g4
44435,9,g0
44436,10,g1
44437,11,g2
44438,12,g3
44439,13,g4
44440,14,g0
44441,15,g1
44442,16,g2
44443,17,g3
44444,18,g4
44445,19,g0
44446,20,g1
44447,21,g2
44448,22,g3
44449,23,g4
44450,24,g0
44451,25,g1
44452,26,g2
44453,27,g3
44454,28,g4
44455,29,g0
44456,30,g1
44457,31,g2
44458,32,g3
44459,33,g4
44460,34,g0
44461,35,g1
44462,36,g2
44463,37,g3
44464,38,g4
44465,39,g0
44466,40,g1
44467,41,g2
44468,42,g3
44469,43,g4
44470,44,g0
44471,45,g1
44472,46,g2
44473,47,g3
44474,48,g4
44475,49,g0
44476,50,g1
44477,51,g2
44478,52,g3
44479,53,g4
44480,54,g0
44481,55,g1
44482,56,g2
44483,57,g3
44484,58,g4
44485,59,g0
44486,60,g1
44487,61,g2
44488,62,g3
44489,63,g4
44490,64,g0
44491,65,g1
44492,66,g2
44493,67,g3
44494,68,g4
44495,69,g0
44496,70,g1
44497,71,g2
44498,72,g3
44499,73,g4
44500,74,g0
44501,75,g1
44502,76,g2
44503,77,g3
44504,78,g4
44505,79,g0
44506,80,g1
44507,81,g2
44508,82,g3
44509,83,g4
44510,84,g0
44511,85,g1
44512,86,g2
44513,87,g3
44514,88,g4
44515,89,g0
44516,90,g1
44517,91,g2
44518,92,g3
44519,93,g4
44520,94,g0
44521,95,g1
44522,96,g2
44523,0,g3
44524,1,g4
44525,2,g0
44526,3,g1
44527,4,g2
44528,5,g3
44529,6,g4
44530,7,g0
44531,8,g1
44532,9,g2
44533,10,g3
44534,11,g4
44535,12,g0
44536,13,g1
44537,14,g2
44538,15,g3
44539,16,g4
44540,17,g0
44541,18,g1
44542,19,g2
44543,20,g3
44544,21,g4
44545,22,g0
44546,23,g1
44547,24,g2
44548,25,g3
44549,26,g4
44550,27,g0
44551,28,g1
44552,29,g2
44553,30,g3
44554,31,g4
44555,32,g0
44556,33,g1
44557,34,g2
44558,35,g3
44559,36,g4
44560,37,g0
44561,38,g1
44562,39,g2
44563,40,g3
44564,41,g4
44565,42,g0
44566,43,g1
44567,44,g2
44568,45,g3
44569,46,g4
44570,47,g0
44571,48,g1
44572,49,g2
44573,50,g3
44574,51,g4
44575,52,g0
44576,53,g1
44577,54,g2
44578,55,g3
44579,56,g4
44580,57,g0
44581,58,g1
44582,59,g2
44583,60,g3
44584,61,g4
44585,62,g0
44586,63,g1
44587,64,g2
44588,65,g3
44589,66,g4
44590,67,g0
44591,68,g1
44592,69,g2
44593,70,g3
44594,71,g4
44595,72,g0
44596,73,g1
44597,74,g2
44598,75,g3
44599,76,g4
44600,77,g0
44601,78,g1
44602,79,g2
44603,80,g3
44604,81,g4
44605,82,g0
44606,83,g1
44607,84,g2
44608,85,g3
44609,86,g4
44610,87,g0
44611,88,g1
44612,89,g2
44613,90,g3
44614,91,g4
44615,92,g0
44616,93,g1
44617,94,g2
44618,95,g3
44619,96,g4
44620,0,g0
44621,1,g1
44622,2,g2
44623,3,g3
44624,4,g4
44625,5,g0
44626,6,g1
44627,7,g2
44628,8,g3
44629,9,g4
44630,10,g0
44631,11,g1
44632,12,g2
44633,13,g3
44634,14,g4
44635,15,g0
44636,16,g1
44637,17,g2
44638,18,g3
44639,19,g4
44640,20,g0
44641,21,g1
44642,22,g2
44643,23,g3
44644,24,g4
44645,25,g0
44646,26,g1
44647,27,g2
44648,28,g3
44649,29,g4
44650,30,g0
44651,31,g1
44652,32,g2
44653,33,g3
44654,34,g4
44655,35,g0
44656,36,g1
44657,37,g2
44658,38,g3
44659,39,g4
44660,40,g0
44661,41,g1
44662,42,g2
44663,43,g3
44664,44,g4
44665,45,g0
44666,46,g1
44667,47,g2
44668,48,g3
44669,49,g4
44670,50,g0
44671,51,g1
44672,52,g2
44673,53,g3
44674,54,g4
44675,55,g0
44676,56,g1
44677,57,g2
44678,58,g3
44679,59,g4
44680,60,g0
44681,61,g1
44682,62,g2
44683,63,g3
44684,64,g4
44685,65,g0
44686,66,g1
44687,67,g2
44688,68,g3
44689,69,g4
44690,70,g0
44691,71,g1
44692,72,g2
44693,73,g3
44694,74,g4
44695,75,g0
44696,76,g1
44697,77,g2
44698,78,g3
44699,79,g4
44700,80,g0
44701,81,g1
44702,82,g2
44703,83,g3
44704,84,g4
44705,85,g0
44706,86,g1
44707,87,g2
44708,88,g3
44709,89,g4
44710,90,g0
44711,91,g1
44712,92,g2
44713,93,g3
44714,94,g4
44715,95,g0
44716,96,g1
44717,0,g2
44718,1,g3
44719,2,g4
44720,3,g0
44721,4,g1
44722,5,g2
44723,6,g3
44724,7,g4
44725,8,g0
44726,9,g1
44727,10,g2
44728,11,g3
44729,12,g4
44730,13,g0
44731,14,g1
44732,15,g2
44733,16,g3
44734,17,g4
44735,18,g0
44736,19,g1
44737,20,g2
44738,21,g3
44739,22,g4
44740,23,g0
44741,24,g1
44742,25,g2
44743,26,g3
44744,27,g4
44745,28,g0
44746,29,g1
44747,30,g2
44748,31,g3
44749,32,g4
44750,33,g0
44751,34,g1
44752,35,g2
44753,36,g3
44754,37,g4
44755,38,g0
44756,39,g1
44757,40,g2
44758,41,g3
44759,42,g4
44760,43,g0
44761,44,g1
44762,45,g2
44763,46,g3
44764,47,g4
44765,48,g0
44766,49,g1
44767,50,g2
44768,51,g3
44769,52,g4
44770,53,g0
44771,54,g1
44772,55,g2
44773,56,g3
44774,57,g4
44775,58,g0
44776,59,g1
44777,60,g2
44778,61,g3
44779,62,g4
44780,63,g0
44781,64,g1
44782,65,g2
44783,66,g3
44784,67,g4
44785,68,g0
44786,69,g1
44787,70,g2
44788,71,g3
44789,72,g4
44790,73,g0
44791,74,g1
44792,75,g2
44793,76,g3
44794,77,g4
44795,78,g0
44796,79,g1
44797,80,g2
44798,81,g3
44799,82,g4
44800,83,g0
44801,84,g1
44802,85,g2
44803,86,g3
44804,87,g4
44805,88,g0
44806,89,g1
44807,90,g2
44808,91,g3
44809,92,g4
44810,93,g0
44811,94,g1
44812,95,g2
44813,96,g3
44814,0,g4
44815,1,g0
44816,2,g1
44817,3,g2
44818,4,g3
44819,5,g4
44820,6,g0
44821,7,g1
44822,8,g2
44823,9,g3
44824,10,g4
44825,11,g0
44826,12,g1
44827,13,g2
44828,14,g3
44829,15,g4
44830,16,g0
44831,17,g1
44832,18,g2
44833,19,g3
44834,20,g4
44835,21,g0
44836,22,g1
44837,23,g2
44838,24,g3
44839,25,g4
44840,26,g0
44841,27,g1
44842,28,g2
44843,29,g3
44844,30,g4
44845,31,g0
44846,32,g1
44847,33,g2
44848,34,g3
44849,35,g4
44850,36,g0
44851,37,g1
44852,38,g2
44853,39,g3
44854,40,g4
44855,41,g0
44856,42,g1
44857,43,g2
44858,44,g3
44859,45,g4
44860,46,g0
44861,47,g1
44862,48,g2
44863,49,g3
44864,50,g4
44865,51,g0
44866,52,g1
44867,53,g2
44868,54,g3
44869,55,g4
44870,56,g0
44871,57,g1
44872,58,g2
44873,59,g3
44874,60,g4
44875,61,g0
44876,62,g1
44877,63,g2
44878,64,g3
44879,65,g4
44880,66,g0
44881,67,g1
44882,68,g2
44883,69,g3
44884,70,g4
44885,71,g0
44886,72,g1
44887,73,g2
44888,74,g3
44889,75,g4
44890,76,g0
44891,77,g1
44892,78,g2
44893,79,g3
44894,80,g4
44895,81,g0
44896,82,g1
44897,83,g2
44898,84,g3
44899,85,g4
44900,86,g0
44901,87,g1
44902,88,g2
44903,89,g3
44904,90,g4
44905,91,g0
44906,92,g1
44907,93,g2
44908,94,g3
44909,95,g4
44910,96,g0
44911,0,g1
44912,1,g2
44913,2,g3
44914,3,g4
44915,4,g0
44916,5,g1
44917,6,g2
44918,7,g3
44919,8,g4
44920,9,g0
44921,10,g1
44922,11,g2
44923,12,g3
44924,13,g4
44925,14,g0
44926,15,g1
44927,16,g2
44928,17,g3
44929,18,g4
44930,19,g0
44931,20,g1
44932,21,g2
44933,22,g3
44934,23,g4
44935,24,g0
44936,25,g1
44937,26,g2
44938,27,g3
44939,28,g4
44940,29,g0
44941,30,g1
44942,31,g2
44943,32,g3
44944,33,g4
44945,34,g0
44946,35,g1
44947,36,g2
44948,37,g3
44949,38,g4
44950,39,g0
44951,40,g1
44952,41,g2
44953,42,g3
44954,43,g4
44955,44,g0
44956,45,g1
44957,46,g2
44958,47,g3
44959,48,g4
44960,49,g0
44961,50,g1
44962,51,g2
44963,52,g3
44964,53,g4
44965,54,g0
44966,55,g1
44967,56,g2
44968,57,g3
44969,58,g4
44970,59,g0
44971,60,g1
44972,61,g2
44973,62,g3
44974,63,g4
44975,64,g0
44976,65,g1
44977,66,g2
44978,67,g3
44979,68,g4
44980,69,g0
44981,70,g1
44982,71,g2
44983,72,g3
44984,73,g4
44985,74,g0
44986,75,g1
44987,76,g2
44988,77,g3
44989,78,g4
44990,79,g0
44991,80,g1
44992,81,g2
44993,82,g3
44994,83,g4
44995,84,g0
44996,85,g1
44997,86,g2
44998,87,g3
44999,88,g4
45000,89,g0
45001,90,g1
45002,91,g2
45003,92,g3
45004,93,g4
45005,94,g0
45006,95,g1
45007,96,g2
45008,0,g3
45009,1,g4
45010,2,g0
45011,3,g1
45012,4,g2
45013,5,g3
45014,6,g4
45015,7,g0
45016,8,g1
45017,9,g2
45018,10,g3
45019,11,g4
45020,12,g0
45021,13,g1
45022,14,g2
45023,15,g3
45024,16,g4
45025,17,g0
45026,18,g1
45027,19,g2
45028,20,g3
45029,21,g4
45030,22,g0
45031,23,g1
45032,24,g2
45033,25,g3
45034,26,g4
45035,27,g0
45036,28,g1
45037,29,g2
45038,30,g3
45039,31,g4
45040,32,g0
45041,33,g1
45042,34,g2
45043,35,g3
45044,36,g4
45045,37,g0
45046,38,g1
45047,39,g2
45048,40,g3
45049,41,g4
45050,42,g0
45051,43,g1
45052,44,g2
45053,45,g3
45054,46,g4
45055,47,g0
45056,48,g1
45057,49,g2
45058,50,g3
45059,51,g4
45060,52,g0
45061,53,g1
45062,54,g2
45063,55,g3
45064,56,g4
45065,57,g0
45066,58,g1
45067,59,g2
45068,60,g3
45069,61,g4
45070,62,g0
45071,63,g1
45072,64,g2
45073,65,g3
45074,66,g4
45075,67,g0
45076,68,g1
45077,69,g2
45078,70,g3
45079,71,g4
45080,72,g0
45081,73,g1
45082,74,g2
45083,75,g3
45084,76,g4
45085,77,g0
45086,78,g1
45087,79,g2
45088,80,g3
45089,81,g4
45090,82,g0
45091,83,g1
45092,84,g2
45093,85,g3
45094,86,g4
45095,87,g0
45096,88,g1
45097,89,g2
45098,90,g3
45099,91,g4
45100,92,g0
45101,93,g1
45102,94,g2
45103,95,g3
45104,96,g4
45105,0,g0
45106,1,g1
45107,2,g2
45108,3,g3
45109,4,g4
45110,5,g0
45111,6,g1
45112,7,g2
45113,8,g3
45114,9,g4
45115,10,g0
45116,11,g1
45117,12,g2
45118,13,g3
45119,14,g4
45120,15,g0
45121,16,g1
45122,17,g2
45123,18,g3
45124,19,g4
45125,20,g0
45126,21,g1
45127,22,g2
45128,23,g3
45129,24,g4
45130,25,g0
45131,26,g1
45132,27,g2
45133,28,g3
45134,29,g4
45135,30,g0
45136,31,g1
45137,32,g2
45138,33,g3
45139,34,g4
45140,35,g0
45141,36,g1
45142,37,g2
45143,38,g3
45144,39,g4
45145,40,g0
45146,41,g1
45147,42,g2
45148,43,g3
45149,44,g4
45150,45,g0
45151,46,g1
45152,47,g2
45153,48,g3
45154,49,g4
45155,50,g0
45156,51,g1
45157,52,g2
45158,53,g3
45159,54,g4
45160,55,g0
45161,56,g1
45162,57,g2
45163,58,g3
45164,59,g4
45165,60,g0
45166,61,g1
45167,62,g2
45168,63,g3
45169,64,g4
45170,65,g0
